PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC5799307,"Synthesis and characterization of MDTG A fourteen-carbon fatty-acid modified DTG prodrug (MDTG) was synthesized by esterification of the 7-hydroxyl group of DTG with myristic acid with a final yield of 82.8% (Fig. 1a). The chemical structure of MDTG was thoroughly characterized by proton nuclear magnetic resonance (1H NMR), carbon nuclear magnetic resonance (13C NMR), and Fourier-transform infrared (FTIR) spectroscopy, positive electrospray ionization mass spectroscopy (ESI-MS), and powder X-ray diffraction (XRD). 1H NMR spectral analysis demonstrated the loss of the phenol proton peak at 12.5 p.p.m. in the DTG spectrum (Supplementary Fig. 1a). This was accompanied by chemical shifts at 0.9 p.p.m. and 1.26 p.p.m. for MDTG, representing the 10 (CH3R) and 20 (RCH2R) protons of the aliphatic fatty-acid chain. Chemical shifts at 2.73 p.p.m. and 1.8  p.p.m. correspond to protons at the Cα and Cβ positions of the aliphatic ester (COOR) alkyl chain (Supplementary Fig. 1b). 13C NMR spectral analysis of MDTG shows all 34 carbon atoms present in the modified drug (Supplementary Fig. 1c). ESI-MS analysis shows the exact mass of MDTG to be 629.33 (100%), with daughter ion peaks at 630.33 (36.8%) and 631.33 (3.9%) (Supplementary Fig. 1d). Additionally, strong absorption bands at 2915 cm−1 and 2850 cm−1 in the FTIR spectrum of MDTG correspond to asymmetric and symmetric methyl C–H stretches of the myristoyl alkyl group. Absorption bands at 1795 cm−1 and 1750 cm−1 in the spectra of myristoyl chloride and MDTG correspond to carbonyl C=O stretching of the acyl chloride and ester functional groups, respectively (Fig. 1b). XRD confirmed the crystalline forms of both DTG and MDTG, displaying unique diffractin patterns indicating different atomic arrangements within the crystal lattice of each compound (Fig. 1c). Aqueous solubility and IC50 were compared for both DTG and MDTG. MDTG exhibited an 8.7-fold decrease in aqueous solubility compared to DTG, confirming the expected enhanced hydrophobicity from the fatty acid conjugate (Fig. 1d). Kinetics of MDTG cleavage were assessed in whole blood. After 60 min, 79.9% of MDTG was cleaved while 88.7% was hydrolyzed in blood diluted ten-fold. By comparison, 15.2% of MDTG was hydrolyzed in blood spiked with an esterase inhibitor and 21.9% was cleaved after acetonitrile (ACN) addition. This changed little over a 300 min observation period (Supplementary Fig. 2e). HIV-1 reverse transcriptase (RT) activity determined that the IC50 of MDTG was not statistically different from DTG (62.5 nM and 56.7 nM, respectively; P = 0.8397) (Fig. 1e), confirming that antiretroviral activity of DTG was not altered following modification.Fig. 1 Synthesis and characterization of MDTG. a A fourteen-carbon fatty-acid modified DTG prodrug (MDTG) was synthesized creating hydrophobic crystals at a final drug yield of 82.8%. b Absorption bands at 2915 cm−1 and 2850 cm−1 in the MDTG Fourier-transformation infrared spectrum (FTIR) illustrate the methyl C–H asymmetric and symmetric stretching of the myristic acid alkyl group. Bands at 1795 cm−1 in the myristoyl chloride and 1750 cm−1 in the MDTG FTIR spectrum correspond to carbonyl C = O stretching of the myristic acid acyl halide that reacts as the ester is formed in MDTG. c X-ray diffraction (XRD) analysis for DTG and MDTG demonstrates the crystalline structures of both drugs. d Aqueous solubility of DTG and MDTG demonstrates the decreased solubility of MDTG. ****P < 0.0001 DTG vs. MDTG. e IC50 was determined in vitro in MDM by HIV-1 RT inhibition after DTG and MDTG treatment over a range of concentrations (0.01–1000 nM). Chemical modification of DTG did not affect antiretroviral drug activity (56.7 nM and 62.5 nM for DTG and MDTG, respectively; P = 0.8397). Results are shown as the mean ± SEM of three replicates. Results from d were analyzed by two-tailed Student’s t test (n = 10 DTG, 12 MDTG; t = 20.1, degrees of freedom = 20). Results from e were analyzed by nonlinear regression least squares fit",MDTG,N/A,"1H NMR spectral analysis demonstrated the loss of the phenol proton peak at 12.5 p.p.m. in the DTG spectrum (Supplementary Fig. 1a). This was accompanied by chemical shifts at 0.9 p.p.m. and 1.26 p.p.m. for MDTG, representing the 10 (CH3R) and 20 (RCH2R) protons of the aliphatic fatty-acid chain. Chemical shifts at 2.73 p.p.m. and 1.8  p.p.m. correspond to protons at the Cα and Cβ positions of the aliphatic ester (COOR) alkyl chain",13C NMR spectral analysis of MDTG shows all 34 carbon atoms present in the modified drug,N/A,"12.5, 0.9, 1.26, 2.73",N/A,N/A,29402886.0,Nat Commun. 2018 Feb 6; 9:443,Nat Commun,2018.0,CC BY,2021-01-05 15:23:39,no
PMC6270490,"2-(2,6-Difluorobenzylidene)hydrazine-1-carbothioamide (3). From 2,6-difluorobenzaldehyde (0.9200 g, 4.28 mmol, 92%); colorless crystals, mp. 195–196 °C. 1H-NMR ((CD3)2CO) δ 7.60 (bs, 1H, NH2), δ 7.50 (m, 1H, NH2), δ 10.66 (bs, 1H, NH), δ 8.32 (s, 1H, C2H), δ 7.11 (m, 2H, C5H and C7H), δ 7.50 (m, H, C6H); 13C-NMR ((CD3)2CO): δ (ppm) 180.81 (s, C-1), 162.02 (dd, C-4, 1JCF = 255.2 Hz, 3JCF = 6.5 Hz), 162.00 (dd, C-8, 1JCF = 255.2 Hz, 3JCF = 6.5 Hz), 133.44 (s, C-2), 132.46 (t, C-6, 3JCF = 10.8 Hz), 113.01 (m, C-5, C-7), 112.56 (t, C-3, 2JCF = 13.5 Hz). 19F{1H}-NMR ((CD3)2CO) δ −113.02 (m, 1F, C2F), δ −113.02 (m, 1F, C6F). Analysis results for C8H7F2N3S: Found: C, 45.01; H, 3.34; N, 19.56; S, 15.75. Calculated: C, 44.66; H, 3.28; N, 19.52; S, 14.90. IR (KBr, cm−1): νas(NH2) 3430, 3410, νs(NH2) 3264, ν(NH) 3158, ν(C = N)/ν(C = C) 1601, ν(C-F) 1459, 1150, ν(C = S) 876. MS-EI: [M]+m/z 215 (70%).","2-(2,6-Difluorobenzylidene)hydrazine-1-carbothioamide",S=C(NN=CC1=C(F)C=CC=C1F)N,"1H-NMR ((CD3)2CO) δ 7.60 (bs, 1H, NH2), δ 7.50 (m, 1H, NH2), δ 10.66 (bs, 1H, NH), δ 8.32 (s, 1H, C2H), δ 7.11 (m, 2H, C5H and C7H), δ 7.50 (m, H, C6H)","13C-NMR ((CD3)2CO): δ (ppm) 180.81 (s, C-1), 162.02 (dd, C-4, 1JCF = 255.2 Hz, 3JCF = 6.5 Hz), 162.00 (dd, C-8, 1JCF = 255.2 Hz, 3JCF = 6.5 Hz), 133.44 (s, C-2), 132.46 (t, C-6, 3JCF = 10.8 Hz), 113.01 (m, C-5, C-7), 112.56 (t, C-3, 2JCF = 13.5 Hz)",(CD3)2CO,"7.60 (bs, 1H, NH2), 7.50 (m, 1H, NH2), 10.66 (bs, 1H, NH), 8.32 (s, 1H, C2H), 7.11 (m, 2H, C5H and C7H), 7.50 (m, H, C6H)",(CD3)2CO,"180.81, 162.02, 162.00, 133.44, 132.46, 113.01, 112.56",24152598.0,Molecules. 2013 Oct 22; 18(10):13111-13123,Molecules,2013.0,CC BY,2021-01-05 22:01:25,no
PMC6268315,"N-(3-Trifluoromethylphenyl)quinoline-2-carboxamide (18b). Yield 31%; Mp. 121–122 °C; IR (Zn/Se ATR, cm−1): 3,339w, 1,692s, 1,614w, 1,536m, 1,490m, 1,424w, 1,330s, 1,223w, 1,166m, 1,109s, 1,091s, 1,065m, 952w, 933w, 874s, 844m, 808s, 771s, 744w, 698s; 1H-NMR (DMSO-d6), δ: 11.08 (bs, 1H), 8.59 (d, J = 8.5 Hz, 1H), 8.46 (s, 1H), 8.17–8.31 (m, 3H), 8.08 (d, J = 8.0 Hz, 1H), 7.89 (t, J = 7.4 Hz, 1H), 7.68–7.78 (m, 1H), 7.61 (t, J = 8.0 Hz, 1H), 7.46 (d, J = 7.5 Hz, 1H); 13C-NMR (DMSO-d6), δ: 163.26, 149.64, 145.90, 139.23, 138.21, 130.69, 129.86, 129.35 (q, 2JFC = 32 Hz), 129.34, 129.03, 128.45, 128.16, 124.20 (q, 1JFC = 273 Hz), 123.91, 120.24 (q, 3JFC = 3.7 Hz), 118.78, 116.61 (q, 3JFC = 3.7 Hz); HR-MS: for C17H12F3N2O [M+H]+ calculated 317.0896 m/z, found 317.0892 m/z.",N-(3-Trifluoromethylphenyl)quinoline-2-carboxamide,O=C(C1=NC2=CC=CC=C2C=C1)NC3=CC=CC(C(F)(F)F)=C3,"1H-NMR (DMSO-d6), δ: 11.08 (bs, 1H), 8.59 (d, J = 8.5 Hz, 1H), 8.46 (s, 1H), 8.17–8.31 (m, 3H), 8.08 (d, J = 8.0 Hz, 1H), 7.89 (t, J = 7.4 Hz, 1 H), 7.68–7.78 (m, 1 H), 7.61 (t, J = 8.0 Hz, 1 H), 7.46 (d, J = 7.5 Hz, 1H)","13C-NMR (DMSO-d6), δ: 163.26, 149.64, 145.90, 139.23, 138.21, 130.69, 129.86, 129.35 (q, 2JFC = 32 Hz), 129.34, 129.03, 128.45, 128.16, 124.20 (q, 1JFC = 273 Hz), 123.91, 120.24 (q, 3JFC = 3.7 Hz), 118.78, 116.61 (q, 3JFC = 3.7 Hz)",DMSO-d6,"11.08 (bs, 1H), 8.59 (d, J = 8.5 Hz, 1H), 8.46 (s, 1H), 8.17–8.31 (m, 3H), 8.08 (d, J = 8.0 Hz, 1H), 7.89 (t, J = 7.4 Hz, 1 H), 7.68–7.78 (m, 1 H), 7.61 (t, J = 8.0 Hz, 1 H), 7.46 (d, J = 7.5 Hz, 1H)",DMSO-d6,"163.26, 149.64, 145.90, 139.23, 138.21, 130.69, 129.86, 129.35, 129.34, 129.03, 128.45, 128.16, 124.20, 123.91, 120.24, 118.78, 116.61",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC4828371,"1-(2-Hydroxy-4-((1-octyl-1H-1,2,3-triazol-4-yl)methoxy)phenyl)-2-(4-isobutylphenyl)propan-1-one (13a) Chemical formula: C30H41N3O3; yield: 85 %; white solid; mp: 84–86 °C; 1H-NMR (300 MHz, CDCl3) δ 12.91 (s, 1H), 7.75 (d, J = 9.03 Hz, 1H), 7.59 (s, 1H), 7.21 (d, J = 8.04 Hz, 2H), 7.10 (d, J = 8.03 Hz, 2H), 6.52 (d, J = 2.44 Hz, 1H), 6.46 (dd, J = 8.95, 2.49 Hz, 1H), 5.22 (s, 2H), 4.64 (q, J = 6.85 Hz, 1H), 4.37 (t, J = 7.27 Hz, 2H), 2.45 (d, J = 7.15 Hz, 2H), 1.96–1.81 (m, 3H), 1.55 (d, J = 6.84 Hz, 3H), 1.32–1.27 (m, 9H), 0.94–0.9 (m, 10H); 13C-NMR (75 MHz, CDCl3) δ 205.1, 166.5, 165.0, 143.9, 141.5, 139.5, 133.2, 130.8 (2C), 128.3 (2C), 123.7, 114.5, 108.9, 103.6, 64.0, 52.5, 48.6, 47.1, 33.9, 32.5, 32.4, 31.3, 31.2, 28.8, 25.0, 24.8 (2C), 21.6, 16.5; LRMS: (ES+) m/z = 492 [M + 1], 514 [M + Na]; HPLC 98.03 %, column: phenomenex luna C8 (2) (250X4.6 mm), mobile phase: 90 % acetonitrile in 0.1 % formic acid, flow rate: 1.0 mL/min.","1-(2-Hydroxy-4-((1-octyl-1H-1,2,3-triazol-4-yl)methoxy)phenyl)-2-(4-isobutylphenyl)propan-1-one",CC(C1=CC=C(CC(C)C)C=C1)C(C2=CC=C(OCC3=CN(CCCCCCCC)N=N3)C=C2O)=O,"1H-NMR (300 MHz, CDCl3) δ 12.91 (s, 1H), 7.75 (d, J = 9.03 Hz, 1H), 7.59 (s, 1H), 7.21 (d, J = 8.04 Hz, 2H), 7.10 (d, J = 8.03 Hz, 2H), 6.52 (d, J = 2.44 Hz, 1H), 6.46 (dd, J = 8.95, 2.49 Hz, 1H), 5.22 (s, 2H), 4.64 (q, J = 6.85 Hz, 1H), 4.37 (t, J = 7.27 Hz, 2H), 2.45 (d, J = 7.15 Hz, 2H), 1.96–1.81 (m, 3H), 1.55 (d, J = 6.84 Hz, 3H), 1.32–1.27 (m, 9H), 0.94–0.9 (m, 10H)","13C-NMR (75 MHz, CDCl3) δ 205.1, 166.5, 165.0, 143.9, 141.5, 139.5, 133.2, 130.8 (2C), 128.3 (2C), 123.7, 114.5, 108.9, 103.6, 64.0, 52.5, 48.6, 47.1, 33.9, 32.5, 32.4, 31.3, 31.2, 28.8, 25.0, 24.8 (2C), 21.6, 16.5","300 MHz, CDCl3","12.91 (s, 1H), 7.75 (d, J = 9.03 Hz, 1H), 7.59 (s, 1H), 7.21 (d, J = 8.04 Hz, 2H), 7.10 (d, J = 8.03 Hz, 2H), 6.52 (d, J = 2.44 Hz, 1H), 6.46 (dd, J = 8.95, 2.49 Hz, 1H), 5.22 (s, 2H), 4.64 (q, J = 6.85 Hz, 1H), 4.37 (t, J = 7.27 Hz, 2H), 2.45 (d, J = 7.15 Hz, 2H), 1.96–1.81 (m, 3H), 1.55 (d, J = 6.84 Hz, 3H), 1.32–1.27 (m, 9H), 0.94–0.9 (m, 10H)","75 MHz, CDCl3","205.1, 166.5, 165.0, 143.9, 141.5, 139.5, 133.2, 130.8, 128.3, 123.7, 114.5, 108.9, 103.6, 64.0, 52.5, 48.6, 47.1, 33.9, 32.5, 32.4, 31.3, 31.2, 28.8, 25.0, 24.8, 21.6, 16.5",27104111.0,Springerplus. 2016 Apr 11; 5:423,Springerplus,2016.0,CC BY,2021-01-05 05:55:37,no
PMC8274518,"The FTIR spectrum of compound 1 displayed characteristic absorption bands for γ-lactone (1753 cm−1) and unsaturation (1645 and 1454 cm−1). On the basis of 13C/DEPT and mass spectra, the molecular weight of compound 1 was determined to be 476, corresponding to the molecular formula C30H36O5 of a dimeric sesquiterpene derivative. The formula indicated the presence of 13 double-bond equivalents, 6 of which were adjusted in 2 tricyclic frameworks, 5 in vinylic linkages, and the remaining 2 in carbonyl functionalities. The HR-ES-MS spectrum of compound 1 displayed two major fragment ion peaks at m/z =245 [C15H17O3]+ and 231 [C15H19O2]+ arising because of fission of the C–O–C linkage between two different sesquiterpenic units (asymmetric dimer). The 1H NMR spectrum of compound 1 displayed two one-proton broad signals at δ 6.10 and 5.56 ascribed correspondingly to H-13'a and H-13'b protons, respectively, of exocyclic vinylic linkage. In addition, a pair of singlets at δ 4.74 and 4.41, each integrating for two protons, were assigned to H-15a/H-15'a and H-15b/H-15'b protons, respectively, of the other two exocyclic vinylic linkages. The corresponding signals for vinylic carbons resonated at δ 149.4 (C-11′) and 120.0 (C-13′); 142.2 (C-4) and 106.4 (C-15); and 141.2 (C-4′) and 106.6 (C-15′) in the 13C NMR spectrum. The signals for two carbonyl carbons at δ 179.4 (C-12) and 170.6 (C-12′) supported the presence of two lactone units. A two-proton singlet at δ 5.35 was ascribed to H-9 and H-9′ vinylic protons. Two one-proton multiplets at δ 4.48 and 4.46 were assigned to oxygenated methine protons (H-6 and 6′). The corresponding signals for the carbons linking two sesquiterpenic residues resonated at δ 76.8 (C-6) and 77.8 (C-6′) in the 13CNMR spectrum. Two three-proton singlets at δ 0.85 (s, H3-14) and δ 0.82 (s, H3-14′), and a three-proton doublet at δ 1.32 (J = 9.0 Hz, H3-13) in 1H NMR spectra were attributed to methyl protons. Extensive examination of the 1D and 2D NMR spectra revealed the presence of 30 carbon resonances comprising 9 quaternary carbons, 9 methine carbons, 9 methylene, and 3 methyl carbons. The HMBC experiment showed a significant correlation between H-6 and C-6′; H3-13 and C-12; H-7 and C-12; and H-7′ and C-12′. The NMR data of compound 1 were compared to bialantolactone (Jiang et al. 2011). Therefore, compound 1 was found to be 6-(eudesma-4(15), 8, 11(13)-trien-12, 8-olide-6-oxy) eudesma-4(15), 8-dien-12, 8-olide, a new heteromeric sesquiterpene lactone dimer from I. racemosa and was designated as racemolactone I.  Cytotoxicity of compound 1",racemolactone I,N/A,"The 1H NMR spectrum of compound 1 displayed two one-proton broad signals at δ 6.10 and 5.56 ascribed correspondingly to H-13'a and H-13'b protons, respectively, of exocyclic vinylic linkage. In addition, a pair of singlets at δ 4.74 and 4.41, each integrating for two protons, were assigned to H-15a/H-15'a and H-15b/H-15'b protons, respectively, of the other two exocyclic vinylic linkages",The corresponding signals for vinylic carbons resonated at δ 149.4 (C-11′) and 120.0 (C-13′); 142.2 (C-4) and 106.4 (C-15); and 141.2 (C-4′) and 106.6 (C-15′) in the 13C NMR spectrum. The signals for two carbonyl carbons at δ 179.4 (C-12) and 170.6 (C-12′) supported the presence of two lactone units,N/A,"6.10, 5.56, 4.74, 4.41",N/A,"149.4, 120.0, 142.2, 106.4, 141.2, 106.6, 179.4, 170.6",35294328.0,Pharm Biol.; 59(1):941101-952,Pharm Biol,N/A,CC BY,2022-11-15 23:15:24,no
PMC9027910,"N-(4-((4-fluorobenzyl)oxy)benzyl)-6-methoxy-2-methylquinolin-4-amine (9x): Flash column chromatography on silica gel (hexanes/ethyl acetate, 90/10 to 0/100), pale yellow solid, 28% yield, m.p. = 141–143 °C, HPLC: 97%; 1H NMR (400 MHz, DMSO-d6) δ ppm 2.36 (s, 3H), 3.89 (s, 3H), 4.49 (d, J = 5.8 Hz, 2H), 5.05 (s, 2H), 6.28 (s, 1H), 6.98 (d, J = 8.2 Hz, 2H), 7.18–7.26 (m, 3H), 7.33 (d, J = 8.1 Hz, 2H), 7.46–7.50 (m, 2H), 7.62–7.66 (m, 2H), 7.70 (t, J = 6.0 Hz, 1H); 13C NMR (101 MHz, DMSO) δ ppm: 25.11, 45.53, 56.12, 68.94, 99.32, 101.48, 115.23, 115.67 (d, J = 21,8 Hz, 2C), 118.35, 120.84, 128.70 (2C), 129.72, 130.34 (d, J = 9,09 Hz, 2C), 131.63, 133.83 (d, J = 3,03 Hz), 143.40, 149.92, 156.09, 157.70, 162.20 (d, J = 244.4 Hz).",N-(4-((4-fluorobenzyl)oxy)benzyl)-6-methoxy-2-methylquinolin-4-amine,CC1=NC2=CC=C(OC)C=C2C(NCC3=CC=C(OCC4=CC=C(F)C=C4)C=C3)=C1,"1H NMR (400 MHz, DMSO-d6) δ ppm 2.36 (s, 3H), 3.89 (s, 3H), 4.49 (d, J = 5.8 Hz, 2H), 5.05 (s, 2H), 6.28 (s, 1H), 6.98 (d, J = 8.2 Hz, 2H), 7.18–7.26 (m, 3H), 7.33 (d, J = 8.1 Hz, 2H), 7.46–7.50 (m, 2H), 7.62–7.66 (m, 2H), 7.70 (t, J = 6.0 Hz, 1H)","13C NMR (101 MHz, DMSO) δ ppm: 25.11, 45.53, 56.12, 68.94, 99.32, 101.48, 115.23, 115.67 (d, J = 21,8 Hz, 2C), 118.35, 120.84, 128.70 (2C), 129.72, 130.34 (d, J = 9,09 Hz, 2C), 131.63, 133.83 (d, J = 3,03 Hz), 143.40, 149.92, 156.09, 157.70, 162.20 (d, J = 244.4 Hz)","400 MHz, DMSO-d6","2.36 (s, 3H), 3.89 (s, 3H), 4.49 (d, J = 5.8 Hz, 2H), 5.05 (s, 2H), 6.28 (s, 1H), 6.98 (d, J = 8.2 Hz, 2H), 7.18–7.26 (m, 3H), 7.33 (d, J = 8.1 Hz, 2H), 7.46–7.50 (m, 2H), 7.62–7.66 (m, 2H), 7.70 (t, J = 6.0 Hz, 1H)","101 MHz, DMSO","25.11, 45.53, 56.12, 68.94, 99.32, 101.48, 115.23, 115.67, 118.35, 120.84, 128.70, 129.72, 130.34, 131.63, 133.83, 143.40, 149.92, 156.09, 157.70, 162.20",35458755.0,Molecules. 2022 Apr 15; 27(8):2556,Molecules,2022.0,CC BY,2022-04-23 23:29:07,no
PMC10057394,"5-bromo-2-[(3,4-dichlorobenzoyl)amino]benzoic Acid (2) Prepared following general method Section 3.1.1. Reaction time: 3 h. Yield = 69%. 1H-NMR (DMSO-d6): δ (ppm) 7.50 (dd, J = 8.8, J = 2.6 Hz, 1H), 7.82 (d, J = 8.5 Hz, 1H), 7.96 (dd, J = 8.5 Hz, J = 2.0 Hz, 1H), 8.13-8.14 (m, 2H), 8.57 (d, J = 8.8 Hz, 1H). 13C-NMR (DMSO-d6): δ (ppm) 114.4, 121.0, 127.7, 127.8, 129.6, 131.5, 132.2, 133.2, 134.1, 134.9, 136.1, 140.3, 162.3, 168.5. HRMS (TOF, ES-) m/z [M-H]−: Calculated for C14H7NO3Cl2Br 385.8986, found 385.8989.","5-bromo-2-[(3,4-dichlorobenzoyl)amino]benzoic Acid",O=C(O)C1=CC(Br)=CC=C1NC(C2=CC=C(Cl)C(Cl)=C2)=O,"1H-NMR (DMSO-d6): δ (ppm) 7.50 (dd, J = 8.8, J = 2.6 Hz, 1H), 7.82 (d, J = 8.5 Hz, 1H), 7.96 (dd, J = 8.5 Hz, J = 2.0 Hz, 1H), 8.13-8.14 (m, 2H), 8.57 (d, J = 8.8 Hz, 1H)","13C-NMR (DMSO-d6): δ (ppm) 114.4, 121.0, 127.7, 127.8, 129.6, 131.5, 132.2, 133.2, 134.1, 134.9, 136.1, 140.3, 162.3, 168.5",DMSO-d6,"7.50 (dd, J = 8.8, J = 2.6 Hz, 1H), 7.82 (d, J = 8.5 Hz, 1H), 7.96 (dd, J = 8.5 Hz, J = 2.0 Hz, 1H), 8.13-8.14 (m, 2H), 8.57 (d, J = 8.8 Hz, 1H)",DMSO-d6,"114.4, 121.0, 127.7, 127.8, 129.6, 131.5, 132.2, 133.2, 134.1, 134.9, 136.1, 140.3, 162.3, 168.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10095875,"N-phthaloylglycine chloride (1) was prepared by a slightly modified procedure [33] as follows: N-phthaloylglycine (2.052 g, 0.01 mol) was treated with an excess of SOCl2 (5.0 mL) in a moisture-free atmosphere. The resulting mixture was stirred until the evolution of gases ceased (about 3 h) and then allowed to stand overnight. The excessive thionyl chloride was then evaporated in a vacuum, and the solid residue was treated with hexane. Hexane was re-evaporated, and this process was repeated once more to remove trace amounts of SOCl2. The resulting white crystalline solid was filtered off and washed on a filter with petroleum ether, and dried in a vacuum to afford pure N-phthaloylglycine chloride PG-Cl. The yield was 89%. 1H NMR (400 MHz, CDCl3), δ 4.85 (s, 2H, CH2), 7.77–7.80 (m, 2H, H5, H6), 7.90–7.94 (m, 2H, H4, H7). 13C NMR (101 MHz, CDCl3), δ 44.5 (CH2), 124.0 (2 CH), 131.5 (2 CH), 134.8 (2C), 167.0 (2C = O), 169.0 (C = O).  2.2. Optimization of Derivatization Conditions",N-phthaloylglycine chloride,N/A,"1H NMR (400 MHz, CDCl3), δ 4.85 (s, 2H, CH2), 7.77–7.80 (m, 2H, H5, H6), 7.90–7.94 (m, 2H, H4, H7)","13C NMR (101 MHz, CDCl3), δ 44.5 (CH2), 124.0 (2 CH), 131.5 (2 CH), 134.8 (2C), 167.0 (2C = O), 169.0 (C = O)","400 MHz, CDCl3","4.85 (s, 2H, CH2), 7.77–7.80 (m, 2H, H5, H6), 7.90–7.94 (m, 2H, H4, H7)","101 MHz, CDCl3","44.5, 124.0, 131.5, 134.8, 167.0, 169.0",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6149664,"Propyl [4-(bromoacetyl)phenyl]carbamate (4g). Yield 9.26 g (86%); Mr 300.09; Mp 154–155 °C; 1H-NMR (DMSO-d6) δH (ppm): 10.14 (s, 1H, NHCOO), 7.96 (d, 2H, Ar–H, J = 8.8 Hz), 7.62 (d, 2H, Ar–H, J = 8.8 Hz), 4.84 (s, 2H, COCH2Br), 4.08 (t, 2H, CH2CH2CH3, J = 6.6 Hz), 1.75–1.57 (m, 2H, CH2CH2CH3), 0.94 (t, 3H, CH2CH2CH3, J = 7.3 Hz); 13C-NMR (DMSO-d6) δC (ppm): 190.15, 153.36, 144.41, 130.16, 127.82, 117.32, 66.07, 33.48, 21.73, 10.14. HR-MS: for C12H14O3BrN [M – H]+ calculated 298.00733 m/z, found 298.00911 m/z.",Propyl [4-(bromoacetyl)phenyl]carbamate,O=C(OCCC)NC1=CC=C(C(CBr)=O)C=C1,"1H-NMR (DMSO-d6) δH (ppm): 10.14 (s, 1H, NHCOO), 7.96 (d, 2H, Ar–H, J = 8.8 Hz), 7.62 (d, 2H, Ar–H, J = 8.8 Hz), 4.84 (s, 2H, COCH2Br), 4.08 (t, 2H, CH2CH2CH3, J = 6.6 Hz), 1.75–1.57 (m, 2H, CH2CH2CH3), 0.94 (t, 3H, CH2CH2CH3, J = 7.3 Hz)","13C-NMR (DMSO-d6) δC (ppm): 190.15, 153.36, 144.41, 130.16, 127.82, 117.32, 66.07, 33.48, 21.73, 10.14",DMSO-d6,"10.14 (s, 1H, NHCOO), 7.96 (d, 2H, Ar–H, J = 8.8 Hz), 7.62 (d, 2H, Ar–H, J = 8.8 Hz), 4.84 (s, 2H, COCH2Br), 4.08 (t, 2H, CH2CH2CH3, J = 6.6 Hz), 1.75–1.57 (m, 2H, CH2CH2CH3), 0.94 (t, 3H, CH2CH2CH3, J = 7.3 Hz)",DMSO-d6,"190.15, 153.36, 144.41, 130.16, 127.82, 117.32, 66.07, 33.48, 21.73, 10.14",29189762.0,Molecules. 2017 Nov 30; 22(12):2100,Molecules,2017.0,CC BY,2021-01-05 20:52:52,no
PMC9698773,"N-(1,3-Dioxoisoindolin-2-yl)-4-((5-fluoro-2-oxoindolin-3-ylidene)amino)benzamide 12b Orange powder (yield, 81%); mp (°C) 225–227; FT-IR (KBr, cm−1): 3342 (NH), 1689 (C=O), 1670 (C=O), 1612 (C=N); 1H NMR (400 MHz, DMSO) δ 10.73–10.65 (m, 1H), 9.81 (d, J = 14.8 Hz, 1H), 8.06–7.53 (m, 2H), 7.51–7.26 (m, 1H), 7.30–7.07 (m, 2H), 7.13–6.86 (m, 3H), 6.89–6.38 (m, 3H); 13C NMR (101 MHz, DMSO) δ 167.72, 163.47, 159.71, 157.37, 139.11, 135.23 (d, J = 1.4 Hz), 126.19, 126.16, 124.15, 124.06, 113.71, 113.47, 112.90, 111.30, 111.22, 105.08, 105.01, 104.75; ESI-MS m/z: 429.5 [M+H]+; Anal. Calcd. for C23H13FN4O4: C, 64.49; H, 3.06; N, 13.08. Found: C, 64.21; H, 2.89; N, 13.22.","N-(1,3-Dioxoisoindolin-2-yl)-4-((5-fluoro-2-oxoindolin-3-ylidene)amino)benzamide 12b",O=C(NN(C(C1=C2C=CC=C1)=O)C2=O)C3=CC=C(N=C4C(NC5=C4C=C(F)C=C5)=O)C=C3,"1H NMR (400 MHz, DMSO) δ 10.73–10.65 (m, 1H), 9.81 (d, J = 14.8 Hz, 1H), 8.06–7.53 (m, 2H), 7.51–7.26 (m, 1H), 7.30–7.07 (m, 2H), 7.13–6.86 (m, 3H), 6.89–6.38 (m, 3H)","13C NMR (101 MHz, DMSO) δ 167.72, 163.47, 159.71, 157.37, 139.11, 135.23 (d, J = 1.4 Hz), 126.19, 126.16, 124.15, 124.06, 113.71, 113.47, 112.90, 111.30, 111.22, 105.08, 105.01, 104.75","400 MHz, DMSO","10.73–10.65 (m, 1H), 9.81 (d, J = 14.8 Hz, 1H), 8.06–7.53 (m, 2H), 7.51–7.26 (m, 1H), 7.30–7.07 (m, 2H), 7.13–6.86 (m, 3H), 6.89–6.38 (m, 3H)","101 MHz, DMSO","167.72, 163.47, 159.71, 157.37, 139.11, 135.23, 126.19, 126.16, 124.15, 124.06, 113.71, 113.47, 112.90, 111.30, 111.22, 105.08, 105.01, 104.75",36422546.0,Pharmaceuticals (Basel). 2022 Nov 15; 15(11):1416,Pharmaceuticals (Basel),2022.0,CC BY,2022-11-28 23:43:21,no
