PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC6270175,"(2E,4E)-Dimethyl-2-(dipropylamino)hexa-2,4-dienedioate (2E,4E-4k). Rf = 0.44 (4:1 hexanes/ethyl acetate), Yellow sticky liquid; 1H-NMR (CDCl3) δ 0.87 (t, J = 7.5 Hz, 6H), 1.51–1.64 (m, 4H), 3.02 (t, J = 7.5 Hz, 4H), 3.67 (s, 3H), 3.89 (s, 3H), 5.15 (d, J = 12.0 Hz, 1H), 5.40 (d, J = 14.7 Hz, 1H), 7.21 (dd, J = 12.0, 14.7 Hz, 1H); 13C-NMR (CDCl3) δ 11.4, 20.9, 51.1, 52.7, 52.9, 97.4, 111.1, 143.1, 149.3, 166.1, 168.7; FT-IR (KBr) (cm–1) 1458, 1522, 1725, 2857, 2926, 2956; HRMS (EI+), calcd for C14H23NO4 (M+) 269.1627 found 269.1628.","(2E,4E)-Dimethyl-2-(dipropylamino)hexa-2,4-dienedioate",O=C(OC)/C(N(CCC)CCC)=C\C=C\C(OC)=O,"1H-NMR (CDCl3) δ 0.87 (t, J = 7.5 Hz, 6H), 1.51–1.64 (m, 4H), 3.02 (t, J = 7.5 Hz, 4H), 3.67 (s, 3H), 3.89 (s, 3H), 5.15 (d, J = 12.0 Hz, 1H), 5.40 (d, J = 14.7 Hz, 1H), 7.21 (dd, J = 12.0, 14.7 Hz, 1H)","13C-NMR (CDCl3) δ 11.4, 20.9, 51.1, 52.7, 52.9, 97.4, 111.1, 143.1, 149.3, 166.1, 168.7",CDCl3,"0.87 (t, J = 7.5 Hz, 6H), 1.51–1.64 (m, 4H), 3.02 (t, J = 7.5 Hz, 4H), 3.67 (s, 3H), 3.89 (s, 3H), 5.15 (d, J = 12.0 Hz, 1H), 5.40 (d, J = 14.7 Hz, 1H), 7.21 (dd, J = 12.0, 14.7 Hz, 1H)",CDCl3,"11.4, 20.9, 51.1, 52.7, 52.9, 97.4, 111.1, 143.1, 149.3, 166.1, 168.7",23446918.0,Molecules. 2013 Feb 27; 18(3):2611-2622,Molecules,2013.0,CC BY,2021-01-05 22:01:14,no
PMC4223613,"p-hydroxyacetophenone5. Colorless crystal, mp 109–111°C. 1H NMR (300 Mz, CDCl3) δ 2.57 (3H, s, COMe), 6.54 (1H, s, OH) , 6.92 (2H, d, J=8.8 Hz H-3 and H-5), 7.91 (2H, d, J=8.8 Hz H-2 and H-6). 13C NMR (75Mz, CDCl3) δ 26.25 (Me), 115.53 (C-3 and C-5), 129.66 (C-1), 131.19 (C-2 and C-6), 161.27 (C-4), 198.50 (CO).",p-hydroxyacetophenone,CC(C1=CC=C(O)C=C1)=O,"1H NMR (300 Mz, CDCl3) δ 2.57 (3H, s, COMe), 6.54 (1H, s, OH) , 6.92 (2H, d, J=8.8 Hz H-3 and H-5), 7.91 (2H, d, J=8.8 Hz H-2 and H-6)","13C NMR (75Mz, CDCl3) δ 26.25 (Me), 115.53 (C-3 and C-5), 129.66 (C-1), 131.19 (C-2 and C-6), 161.27 (C-4), 198.50 (CO)","300 Mz, CDCl3","2.57 (3H, s, COMe), 6.54 (1H, s, OH) , 6.92 (2H, d, J=8.8 Hz H-3 and H-5), 7.91 (2H, d, J=8.8 Hz H-2 and H-6)","75Mz, CDCl3","26.25, 115.53, 129.66, 131.19, 161.27, 198.50",25047047.0,BMC Complement Altern Med. 2014 Jul 21; 14:259,BMC Complement Altern Med,2014.0,CC BY,2021-01-05 02:08:37,no
PMC3566864,"][1,2]diazocine-3,8-diyl)diacetamide (5): In acetic acid anhydride (25 mL), (Z)-11,12-dihydrodibenzo[c,g][1,2]diazocine-3,8-diamine (4) (5 mg, 20 mmol) was dissolved. The solution was stirred at room temperature overnight. Afterwards the solvent was evaporated in vacuum, and the product was obtained as a pale yellow solid (7 mg, 20 mmol, 100%). Mp 220–221 °C; 1H NMR (500 MHz, MeCN-d 3) δ 8.25 (s, 2H, 5-NH), 7.06 (d, 4 J 3,5 = 2.2 Hz, 2H, 3-H), 7.03 (dd, 3 J 5,6 = 8.2 Hz, 4 J 5,3 = 2.2 Hz, 2H, 5-H), 6.87 (d, 3 J 3,5 = 2.2 Hz, 2H, 3-H), 2.73 (m, 2H, 7-H a ,), 2.70 (mc, 4H, 7-H a , 7-Hb), 2.00 (s, 6H, 9-H); 13C NMR (125 MHz, MeCN-d","dibenzo[c,g][1,2]diazocine-3,8-diyl)diacetamide",N/A,"1H NMR (500 MHz, MeCN-d 3) δ 8.25 (s, 2H, 5-NH), 7.06 (d, 4 J 3,5 = 2.2 Hz, 2H, 3-H), 7.03 (dd, 3 J 5,6 = 8.2 Hz, 4 J 5,3 = 2.2 Hz, 2H, 5-H), 6.87 (d, 3 J 3,5 = 2.2 Hz, 2H, 3-H), 2.73 (m, 2H, 7-H a ,), 2.70 (mc, 4H, 7-H a , 7-Hb), 2.00 (s, 6H, 9-H)","13C NMR (125 MHz, MeCN-d","500 MHz, MeCN-d 3","8.25 (s, 2H, 5-NH), 7.06 (d, 4 J 3,5 = 2.2 Hz, 2H, 3-H), 7.03 (dd, 3 J 5,6 = 8.2 Hz, 4 J 5,3 = 2.2 Hz, 2H, 5-H), 6.87 (d, 3 J 3,5 = 2.2 Hz, 2H, 3-H), 2.73 (m, 2H, 7-H a ,), 2.70 (mc, 4H, 7-H a , 7-Hb), 2.00 (s, 6H, 9-H)","125 MHz, MeCN-d",N/A,23399830.0,Beilstein J Org Chem. 2013 Jan 2; 9:1-7,Beilstein J Org Chem,2013.0,CC BY,2021-02-14 04:16:39,no
PMC6245067,"2-Acetamido-3-(4-bromophenylsulfanyl)propionic acid methyl ester (3k). White solid, mp: 121-122°C; 1H-NMR (CDCl3): δ (ppm) 1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H); 13C-NMR (CDCl3): δ (ppm) 22.9 (CH3), 36.5 (CH2), 52.2 (OCH3), 52.5 (CH), 121.0 (CAr), 132.1 (CHAr), 132.3 (CHAr), 134.0 (CAr), 169.6 (CO), 170.6 (CO); IR: ν (cm-1) 3307, 3047, 2950, 1729, 1641, 1546, 1474, 1425, 1350, 1324, 1245, 1176, 1092, 1039, 1006, 806; MS (m/z, EI): 333 (18), 331 (M+, 17), 274 (99), 272 (100), 215 (10), 213 (20), 203 (13), 201 (13), 189 (11), 187 (11), 144 (18), 134 (53), 122 (67), 108 (50), 88 (74), 75 (25), 60 (60); Anal. Calcd for C12H14BrNO3S: C, 43.38; H, 4.25; Br, 24.05; N, 4.22; O, 14.45; S, 9.65. Found: C,44.56, H, 4.41, Br, 23.59, N, 4.04, O, 14.38, S, 9.29.",2-Acetamido-3-(4-bromophenylsulfanyl)propionic acid methyl ester,O=C(OC)C(NC(C)=O)CSC1=CC=C(Br)C=C1,"1H-NMR (CDCl3): δ (ppm) 1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H)","13C-NMR (CDCl3): δ (ppm) 22.9 (CH3), 36.5 (CH2), 52.2 (OCH3), 52.5 (CH), 121.0 (CAr), 132.1 (CHAr), 132.3 (CHAr), 134.0 (CAr), 169.6 (CO), 170.6 (CO)",CDCl3,"1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H)",CDCl3,"22.9, 36.5, 52.2, 52.5, 121.0, 132.1, 132.3, 134.0, 169.6, 170.6",18830162.0,Molecules. 2008 Oct 1; 13(10):2394-2407,Molecules,2008.0,CC BY,2021-01-05 21:47:19,no
PMC6271715,"13-[(2-O-β-d-Glucopyranosyl-3-O-(4-O-(4-O-(4-O-α-d-glucopyranosyl)-α-D-glucopyranosyl)-α-d-glucopyranosyl)-β-d-glucopyranosyl-β-d-glucopyranosyl)oxy] ent-kaur-16-en-19-oic acid β-d-glucopyranosyl ester (3). White powder; 1H-NMR (500 MHz, pyridine-d5, δ ppm) and 13C-NMR (125 MHz, pyridine-d5, δ ppm) spectroscopic data see Table 1 and Table 2; HRMS (M+H)+ m/z 1453.6035 (calcd. for C62H101O38: 1453.5971); (M+Na)+ m/z 1475.5829 (calcd. for C62H100O38Na: 1475.5790).",13-[(2-O-β-d-Glucopyranosyl-3-O-(4-O-(4-O-(4-O-α-d-glucopyranosyl)-α-D-glucopyranosyl)-α-d-glucopyranosyl)-β-d-glucopyranosyl-β-d-glucopyranosyl)oxy] ent-kaur-16-en-19-oic acid β-d-glucopyranosyl ester,N/A,"1H-NMR (500 MHz, pyridine-d5, δ ppm) and 13C-NMR (125 MHz, pyridine-d5, δ ppm) spectroscopic data see Table 1 and Table 2","1H-NMR (500 MHz, pyridine-d5, δ ppm) and 13C-NMR (125 MHz, pyridine-d5, δ ppm) spectroscopic data see Table 1 and Table 2",N/A,N/A,N/A,N/A,25486243.0,Molecules. 2014 Dec 4; 19(12):20280-20294,Molecules,2014.0,CC BY,2021-01-05 22:02:20,no
PMC9312894,"Methyl 2-(2-((2-chlorophenyl)carbamoyl)phenoxy)acetate (ME2).Yield (%): 65, m.p. (°C): 85–87. IR ν(cm−1) KBr pellet: 3345m (νNH free sec. amide); 3082s (νCH aromatic); 1751i (νC=O ester); 1678i (νC=O amide); 1596i(Sk “1600”); 1541i (γNH + νCN sec. amide); 1486m, 1457i, 1437m (Sk “1500”, σasCH3 ester); 1377m (σCH aromatic); 1308m (νasCOC aromatic); 1240m (γCN + νNH sec. amide); 1200i (νasCOC aliphatic); 1067m (νsCOC aromatic); 747i (Sk“700”, aromatic nucleus 1,2-disubstituted). 1H-NMR [δ(ppm)]: 3.71 (s, 3H, -CH3); 5.20 (s, 2H, Ar-OCH2); 7.19–7.25 (m, 3H, H3, H5, H10); 7.39 (t, 1H, H11, J = 8.0); 7.56 (d, 1H, H9); 7.58 (t, 2H, H4); 8.06 (d, 1H, H12, J = 8.0); 8.29 (d, 1H, H2, J = 8.0); 10.40 (s, 1H, -NH-). 13C-NMR [δ(ppm)]: 52.21 (-CH3); 65.57 (Ar-OCH2-); 113.62 (C5); 121.64 (C1); 122.06 (C3); 123.56 (C12); 124.32 (C10); 125.63 (C8); 127.77 (C11); 129.40 (C2); 131.60 (C9); 133.73 (C4); 135.08 (C7); 155.55 (C6); 162.80 (Ar-CO); 168.92 (-COO-).",Methyl 2-(2-((2-chlorophenyl)carbamoyl)phenoxy)acetate,O=C(OC)COC1=CC=CC=C1C(NC2=CC=CC=C2Cl)=O,"1H-NMR [δ(ppm)]: 3.71 (s, 3H, -CH3); 5.20 (s, 2H, Ar-OCH2); 7.19–7.25 (m, 3H, H3, H5, H10); 7.39 (t, 1H, H11, J = 8.0); 7.56 (d, 1H, H9); 7.58 (t, 2H, H4); 8.06 (d, 1H, H12, J = 8.0); 8.29 (d, 1H, H2, J = 8.0); 10.40 (s, 1H, -NH-)",13C-NMR [δ(ppm)]: 52.21 (-CH3); 65.57 (Ar-OCH2-); 113.62 (C5); 121.64 (C1); 122.06 (C3); 123.56 (C12); 124.32 (C10); 125.63 (C8); 127.77 (C11); 129.40 (C2); 131.60 (C9); 133.73 (C4); 135.08 (C7); 155.55 (C6); 162.80 (Ar-CO); 168.92 (-COO-),N/A,"3.71 (s, 3H, -CH3), 5.20 (s, 2H, Ar-OCH2), 7.19–7.25 (m, 3H, H3, H5, H10), 7.39 (t, 1H, H11, J = 8.0), 7.56 (d, 1H, H9), 7.58 (t, 2H, H4), 8.06 (d, 1H, H12, J = 8.0), 8.29 (d, 1H, H2, J = 8.0), 10.40 (s, 1H, -NH-)",N/A,"52.21, 65.57, 113.62, 121.64, 122.06, 123.56, 124.32, 125.63, 127.77, 129.40, 131.60, 133.73, 135.08, 155.55, 162.80, 168.92",35885043.0,Biomedicines. 2022 Jul 19; 10(7):1740,Biomedicines,2022.0,CC BY,2022-07-26 23:23:27,no
PMC6272830,"(−)-(S,E)-6,6,6-Trifluoro-5-hydroxy-5-phenyl-1-(thiophen-2-yl)hex-2-en-1-one (5y): White solid, Mp 126.3–128.0 °C; 27.1 mg (0.1 mmol), 83% yield; 98% ee; [α]D26 −44.6 (c 2.46, CHCl3); 1H-NMR (300 MHz, CDCl3) δ 7.64–7.56 (m, 4H), 7.44–7.34 (m, 3H), 7.11–7.08 (m, 1H), 6.84 (d, J = 15.3 Hz, 1H), 6.80–6.73 (m, 1H), 3.26–3.18 (m, 2H), 3.11–3.05 (m, 1H); 13C-NMR (75 MHz, CDCl3) δ 181.7, 144.4, 139.9, 135.9, 134.4, 132.5, 130.1, 128.9, 128.5, 128.2, 126.3, 125.2 (q, J = 284.1 Hz), 76.6 (q, J = 28.3 Hz), 38.8; HRMS (ESI) m/z 327.0666 [M + H+], calc. for C16H14F3O2S 327.0667. The ee was determined by HPLC analysis. CHIRALPAK IB (4.6 mm i.d. × 250 mm); Hexane/2-propanol = 90/10; flow rate 1.0 mL/min; 25 °C; 254 nm; retention time: 30.6 min (minor) and 31.5 min (major).","(−)-(S,E)-6,6,6-Trifluoro-5-hydroxy-5-phenyl-1-(thiophen-2-yl)hex-2-en-1-one",N/A,"1H-NMR (300 MHz, CDCl3) δ 7.64–7.56 (m, 4H), 7.44–7.34 (m, 3H), 7.11–7.08 (m, 1H), 6.84 (d, J = 15.3 Hz, 1H), 6.80–6.73 (m, 1H), 3.26–3.18 (m, 2H), 3.11–3.05 (m, 1H)","13C-NMR (75 MHz, CDCl3) δ 181.7, 144.4, 139.9, 135.9, 134.4, 132.5, 130.1, 128.9, 128.5, 128.2, 126.3, 125.2 (q, J = 284.1 Hz), 76.6 (q, J = 28.3 Hz), 38.8","300 MHz, CDCl3","7.64–7.56 (m, 4H), 7.44–7.34 (m, 3H), 7.11–7.08 (m, 1H), 6.84 (d, J = 15.3 Hz, 1H), 6.80–6.73 (m, 1H), 3.26–3.18 (m, 2H), 3.11–3.05 (m, 1H)","75 MHz, CDCl3","181.7, 144.4, 139.9, 135.9, 134.4, 132.5, 130.1, 128.9, 128.5, 128.2, 126.3, 125.2, 76.6, 38.8",27355935.0,Molecules. 2016 Jun 27; 21(7):842,Molecules,2016.0,CC BY,2021-01-05 22:03:15,no
PMC7762786,"4.2.2.6 4-(3-Bromophenyl)-6-(pyridin-3-yl)pyrimidine (6)Yield: 22%, mp: 162–163 °C. NMR 1H (400 MHz, DMSO‑d6): δ 9.55 (1H, s), 9.37 (1H, s), 8.81 (1H, s), 8.79–8.77 (1H, m), 8.72 (1H, d, J = 2), 8.61 (1H, s), 8.41 (1H, d, J = 2), 7.81 (1H, d, J = 2), 7.60–7.57 (1H, m), 7.52 (1H, td, J = 6, 2). 13C NMR (101 MHz, DMSO‑d6): δ 162.32, 162.14, 158.98, 151.82, 148.58, 138.38, 134.78, 133.93, 131.75, 131.09, 129.87, 126.30, 123.89, 122.52, 113.29. IR, υmax/cm−1: 3056, 2919, 1583, 1561, 1518, 1460, 1240. HRMS: m/z found: 312.0314C15H11Br79N3 (M + H+) requires 312.0131.",4-(3-Bromophenyl)-6-(pyridin-3-yl)pyrimidine,BrC1=CC(C2=NC=NC(C3=CC=CN=C3)=C2)=CC=C1,"1H (400 MHz, DMSO‑d6): δ 9.55 (1H, s), 9.37 (1H, s), 8.81 (1H, s), 8.79–8.77 (1H, m), 8.72 (1H, d, J = 2), 8.61 (1H, s), 8.41 (1H, d, J = 2), 7.81 (1H, d, J = 2), 7.60–7.57 (1H, m), 7.52 (1H, td, J = 6, 2)","13C NMR (101 MHz, DMSO‑d6): δ 162.32, 162.14, 158.98, 151.82, 148.58, 138.38, 134.78, 133.93, 131.75, 131.09, 129.87, 126.30, 123.89, 122.52, 113.29","400 MHz, DMSO‑d6","9.55 (1H, s), 9.37 (1H, s), 8.81 (1H, s), 8.79–8.77 (1H, m), 8.72 (1H, d, J = 2), 8.61 (1H, s), 8.41 (1H, d, J = 2), 7.81 (1H, d, J = 2), 7.60–7.57 (1H, m), 7.52 (1H, td, J = 6, 2)","101 MHz, DMSO‑d6","162.32, 162.14, 158.98, 151.82, 148.58, 138.38, 134.78, 133.93, 131.75, 131.09, 129.87, 126.30, 123.89, 122.52, 113.29",33070078.0,Eur J Med Chem. 2021 Jan 1; 209:112871,Eur J Med Chem,2021.0,CC BY,2021-01-30 03:21:09,no
PMC6255260,"3.5. Isolation of chysoeriol-7-O-rutinoside by preparative liquid chromatography Air dried plant material (500 g) was extracted with 1500 ml of methanol at 60 °C. Filtrated extract was evaporated to dryness and dissolved in 200 ml of methanol-water (1:1, v/v). Chlorophyll was removed by extraction with chloroform. Purified extract was evaporated under reduced pressure until methanol is removed. The water layer was partitioned against ethyl acetate. The ethyl acetate extract was again partitioned against water. This water extract was evaporated to dryness, dissolved in methanol and applied on silica gel 60, 20 x 20 cm, 1.0 mm thin layer TLC plates as a 15 cm band. The plate was developed using 100:25:10:10:11 (v/v/v/v/v) ethyl acetate-dichloromethane-formic acid-acetic acid-water The chromatographic band (RF=0.13) expected to contain the compound was scraped off and extracted with methanol. To purify the compound, preparative liquid chromatography was done once more using ethyl acetate-methanol-formic acid-water (100:13.5:2.5:10, v/v/v/v) as mobile phase and the same stationary phase. Purified compound (RF=0.25) was again extracted with methanol, filtered through 0.45 µm filter, evaporated to dryness, redissolved in methanol and checked for purity by HPLC-DAD-MS. UV λMeOH max (nm) 267, 272 sh, 342; + NaOMe 270, 277 sh, 391; +AlCl3 273, 297 sh, 347, 394; +AlCl3 - HCl 275, 297 sh, 349, 390 nm; + NaOAc 269, 346; +NaOAc - H3BO3 269, 350; IR νmax (KBr) 3400, 2958, 2831, 2790, 2716, 1600, 1412, 1360, 1148, 1115 cm-1; 1H-NMR: δ 1.97 (3H, d, J5''', 6''' = 8.6 Hz, H-6'''), 3.09 (2H, m, H-5'', H-5'''), 3.17 (2H, m, H-2'', H-3''), 3.21 (2H, m, H-4'', H-4'''), 3.32 (3H, s, H-7'), 3.88 (2H, m, H-2''', H-3'''), 3.90 (1H, m, H-6a''), 3.93 (1H, m, H-6b''), 4.26 (1H, d, J1'', 2'' = 4.7 Hz, H-1'''), 4.85-5.11 (8H, m, OH -5, -4', -2'', -3'', -4'', -2''', -3''', -4'''), 6.79 (1H, s, H-6), 6.86 (1H, s, H-3), 7.03 (1H, s, H-8), 7.10 (1H, d, J5', 6' = 0.99, H-5'), 7.28 (1H, d, J5', 6' = 0.38 Hz, H-6'), 7.29 (1H, s, H-2'); 13C-NMR: δ 22.4 (C-6'''), 47.8 (C-7'), 69.4 (C-6''), 69.5 (C-5'''), 69.7 (C-4''), 69.8 (C-2'''), 69.9 (C-3'''), 70.0 (C-4'''), 70.1 (C-2''), 70.9 (C-5''), 71.0 (C-3''), 94.7 (C-8), 96.8 (C-1''), 98.0 (C-6), 101.2 (C-1'''), 105.6 (C-3), 106.1 (C-10), 109.6 (C-2'), 118.76 (C-5'), 121.0 (C-6'), 131.42 (C-1'), 144.7 (C-4'), 150.8 (C-3'), 157.8 (C-9), 161.9 (C-5), 164.6 (C-2), 167.6 (C-7), 181.3 (C-4).  4. Conclusions",chysoeriol-7-O-rutinoside,N/A,"1H-NMR: δ 1.97 (3H, d, J5''', 6''' = 8.6 Hz, H-6'''), 3.09 (2H, m, H-5'', H-5'''), 3.17 (2H, m, H-2'', H-3''), 3.21 (2H, m, H-4'', H-4'''), 3.32 (3H, s, H-7'), 3.88 (2H, m, H-2''', H-3'''), 3.90 (1H, m, H-6a''), 3.93 (1H, m, H-6b''), 4.26 (1H, d, J1'', 2'' = 4.7 Hz, H-1'''), 4.85-5.11 (8H, m, OH -5, -4', -2'', -3'', -4'', -2''', -3''', -4'''), 6.79 (1H, s, H-6), 6.86 (1H, s, H-3), 7.03 (1H, s, H-8), 7.10 (1H, d, J5', 6' = 0.99, H-5'), 7.28 (1H, d, J5', 6' = 0.38 Hz, H-6'), 7.29 (1H, s, H-2')","13C-NMR: δ 22.4 (C-6'''), 47.8 (C-7'), 69.4 (C-6''), 69.5 (C-5'''), 69.7 (C-4''), 69.8 (C-2'''), 69.9 (C-3'''), 70.0 (C-4'''), 70.1 (C-2''), 70.9 (C-5''), 71.0 (C-3''), 94.7 (C-8), 96.8 (C-1''), 98.0 (C-6), 101.2 (C-1'''), 105.6 (C-3), 106.1 (C-10), 109.6 (C-2'), 118.76 (C-5'), 121.0 (C-6'), 131.42 (C-1'), 144.7 (C-4'), 150.8 (C-3'), 157.8 (C-9), 161.9 (C-5), 164.6 (C-2), 167.6 (C-7), 181.3 (C-4)",N/A,"1.97 (3H, d, J5''', 6''' = 8.6 Hz, H-6'''), 3.09 (2H, m, H-5'', H-5'''), 3.17 (2H, m, H-2'', H-3''), 3.21 (2H, m, H-4'', H-4'''), 3.32 (3H, s, H-7'), 3.88 (2H, m, H-2''', H-3'''), 3.90 (1H, m, H-6a''), 3.93 (1H, m, H-6b''), 4.26 (1H, d, J1'', 2'' = 4.7 Hz, H-1'''), 4.85-5.11 (8H, m, OH -5, -4', -2'', -3'', -4'', -2''', -3''', -4'''), 6.79 (1H, s, H-6), 6.86 (1H, s, H-3), 7.03 (1H, s, H-8), 7.10 (1H, d, J5', 6' = 0.99, H-5'), 7.28 (1H, d, J5', 6' = 0.38 Hz, H-6'), 7.29 (1H, s, H-2')",N/A,"22.4, 47.8, 69.4, 69.5, 69.7, 69.8, 69.9, 70.0, 70.1, 70.9, 71.0, 94.7, 96.8, 98.0, 101.2, 105.6, 106.1, 109.6, 118.76, 121.0, 131.42, 144.7, 150.8, 157.8, 161.9, 164.6, 167.6, 181.3",19633617.0,Molecules. 2009 Jul 9; 14(7):2466-2490,Molecules,2009.0,CC BY,2021-01-05 21:51:16,no
PMC2810225,"3.8. (S)-1-{(1R,2S)-2-[(R)-2,2-Dimethyl-[1,3]dioxolan-4-yl]-2-methylcyclopentyl}ethanol (9) To a solution of E-olefin 7 (3.86 g, 9.69 mmol) in THF (19.4 mL) was added catecholborane (6.40 mL, 60.1 mmol) dropwise at 0 °C. After stirring for 12 hr at the same temperature, 1M NaOH solution (12.9 mL) and 35% aqueous H2O2 solution (36.9 mL) were added to the mixture at r.t. After stirring for 2 hr, the resultant mixture was diluted with CHCl3, washed with H2O and brine, dried and then concentrated to afford a mixture of diol 8 and triol 8a. To a solution of the crude alcohols in acetone (96.9 mL) was added p-TsOH·H2O (735 mg, 3.88 mmol) at r.t. After stirring for 2 hr at the same temperature, the mixture was diluted with Et2O, washed with saturated aqueous NaHCO3 solution, H2O and brine, and then dried. Removal of the solvent gave a residue which was then purified by silica gel column chromatography (hexane/acetone = 4:1) to generate acetonide 9 (2.11 g, 95% yield) as a colorless oil. [α]D25 +4.0 (c 0.58, CHCl3); IR (neat) 3443, 2956 cm−1; 1H-NMR (400 MHz, CDCl3) δ ppm: 4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s); 13C-NMR (100 MHz, CDCl3) δ ppm: 108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3; HRESIMS (m/z) calcd. for C13H25O3 (M+H)+ 229.1804, found 229.1810; Anal. Calcd. for C13H24O3: C, 68.38; H, 10.59. Found: C, 68.43; H, 10.59.","(S)-1-{(1R,2S)-2-[(R)-2,2-Dimethyl-[1,3]dioxolan-4-yl]-2-methylcyclopentyl}ethanol",C[C@H](O)[C@H]1[C@@](C)([C@H]2OC(C)(C)OC2)CCC1,"1H-NMR (400 MHz, CDCl3) δ ppm: 4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s)","13C-NMR (100 MHz, CDCl3) δ ppm: 108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3","400 MHz, CDCl3","4.42 (1H, dd, J = 8.5, 6.5 Hz), 4.01 (1H, m), 3.96 (1H, dd, J = 7.8, 6.5 Hz), 3.66 (1H, t, J = 8.2 Hz), 2.07 (1H, s), 1.89 (1H, m), 1.69–1.50 (4H, m), 1.41 (3H, s), 1.35 (3H, s), 1.37–1.33 (2H, m), 1.20 (3H, d, J = 6.2 Hz), 1.07 (3H, s)","100 MHz, CDCl3","108.5, 79.9, 69.3, 66.9, 59.1, 45.1, 35.0, 31.2, 27.8, 26.5, 25.3, 24.2, 23.3",20098605.0,Mar Drugs. 2009 Nov 24; 7(4):654-671,Mar Drugs,2009.0,CC BY,2021-01-04 17:54:57,no
