PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC6152116,"2-((2,3-Dichlorophenyl)sulfonyl)hydrazine-1-carbothioamide (12d). White solid; yield: 78%; m.p.: 229–231 °C; Rf: 0.65 (1:1 petroleum ether–ethyl acetate); FTIR (neat, cm−1): 3258 (NH) 3137 (Csp2-H), 1582, 1540 (Ar C=C), 1264 (C=S); 1H-NMR: δ (ppm) 6.64–7.97 (m, 3H, ArH) 9.22 (s, 1H, NH), 9.17 (s, 1H, NH), 7.43 (s, 2H, -NH2); 13C-NMR: δ (ppm) 187.5 (C=S), 142.8, 139.8, 135.8, 133.5, 131.4, 127.3. Anal. Calcd. for C7H7Cl2N3O2S2: C, 28.79; H, 4.27; N, 13.65; S, 20.21 found: C, 50.57; H, 4.12; N, 13.19; S, 19.07.","2-((2,3-Dichlorophenyl)sulfonyl)hydrazine-1-carbothioamide",S=C(NNS(=O)(C1=CC=CC(Cl)=C1Cl)=O)N,"1H-NMR: δ (ppm) 6.64–7.97 (m, 3H, ArH) 9.22 (s, 1H, NH), 9.17 (s, 1H, NH), 7.43 (s, 2H, -NH2)","13C-NMR: δ (ppm) 187.5 (C=S), 142.8, 139.8, 135.8, 133.5, 131.4, 127.3",N/A,"6.64–7.97 (m, 3H, ArH) 9.22 (s, 1H, NH), 9.17 (s, 1H, NH), 7.43 (s, 2H, -NH2)",N/A,"187.5, 142.8, 139.8, 135.8, 133.5, 131.4, 127.3",28813027.0,Molecules. 2017 Aug 16; 22(8):1352,Molecules,2017.0,CC BY,2021-01-05 20:54:49,no
PMC6669684,"(S)-methyl 2-acetamido-4-(2-(methylamino)phenyl)-4-oxobutanoate (1)—white powder; [α]D20 +58.1 (c 0.1, CHCl3); UV (MeOH) λmax(log ε) 383 (3.16), 259 (3.31), 228 (3.79), 202 (3.69) nm, 1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1; HR–ESI–MS m/z 301.1155 [M + Na]+ (calcd. for C14H18N2NaO4, 301.1159) and 279.1336 [M + H]+ (calcd. for C14H19N2O4, 279.1339). ",(S)-methyl 2-acetamido-4-(2-(methylamino)phenyl)-4-oxobutanoate,O=C(OC)[C@@H](NC(C)=O)CC(C1=CC=CC=C1NC)=O,"1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1","1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1","DMSO-d6, 700 MHz",N/A,"DMSO-d6, 175 MHz",N/A,31284448.0,Mar Drugs. 2019 Jul 5; 17(7):398,Mar Drugs,2019.0,CC BY,2021-01-06 03:10:53,no
PMC6269844,"(±)-N-(4-(2,4,5,6-tetrahydro-1-methyl-1H-benzo[f]isochromen-4-yl)phenyl)acetamide (7i). IR (film): 3308, 3197, 3123, 3059, 2964, 2929, 2871, 1684, 1671, 1601, 1540, 1411, 1372, 1318, 1267, 767 736 cm−1. 1H-NMR (200 MHz, CDCl3) δ: cis-7i: 1.43 (d, J = 6.8 Hz, 3H), 1.64–1.98 (m, 2H), 2.15 (s, 3H), 2.60–2.68 (m, 2H), 2.73–2.78 (m, 1H), 3.87 (d, J = 10.9, 2.0 Hz, 1H), 3.96 (d, J = 11.0, 3.0 Hz, 1H), 5.09 (s, 1H), 7.06–7.20 (m, 3H), 7.23–7.51 (m, 5H). trans-7i: 1.21 (d, J = 6.8 Hz, 3H), 2.08 (s, 3H), 3.50 (dd, J = 11.4, 3.8 Hz, 1H), 5.16 (s, 1H). Other signals overlap with the major compound. 13C-NMR (75 MHz, CDCl3) δ: cis-7i: 18.8, 24.4, 24.6, 27.9, 28.8, 70.3, 80.2, 119.7, 122.1, 126.5 126.7, 127.7, 129.3, 132.0, 133.7, 135.7, 137.8, 168.3. trans-7i: 17.9, 24.6, 28.1, 28.2, 77.2, 78.6, 119.7, 122.6, 125.3, 126.3, 126.5, 127.6, 129.8, 132.9, 136.6, 137.1. LRMS m/z (rel. int.): 333 (M+∙, 28), 292 (13), 291 (69), 290 (45), 288 (20), 249 (18), 233 (13), 162 (55), 155 (12), 141 (13), 129 (15), 128 (23), 115 (16), 43 (100). HRMS [ESI(+)] calcd. for [C22H23O2+Na] 356.1626, found 356.1633.  Prins cyclization of 1a","(±)-N-(4-(2,4,5,6-tetrahydro-1-methyl-1H-benzo[f]isochromen-4-yl)phenyl)acetamide",N/A,"1H-NMR (200 MHz, CDCl3) δ: cis-7i: 1.43 (d, J = 6.8 Hz, 3H), 1.64–1.98 (m, 2H), 2.15 (s, 3H), 2.60–2.68 (m, 2H), 2.73–2.78 (m, 1H), 3.87 (d, J = 10.9, 2.0 Hz, 1H), 3.96 (d, J = 11.0, 3.0 Hz, 1H), 5.09 (s, 1H), 7.06–7.20 (m, 3H), 7.23–7.51 (m, 5H)","13C-NMR (75 MHz, CDCl3) δ: cis-7i: 18.8, 24.4, 24.6, 27.9, 28.8, 70.3, 80.2, 119.7, 122.1, 126.5 126.7, 127.7, 129.3, 132.0, 133.7, 135.7, 137.8, 168.3","200 MHz, CDCl3","1.43 (d, J = 6.8 Hz, 3H), 1.64–1.98 (m, 2H), 2.15 (s, 3H), 2.60–2.68 (m, 2H), 2.73–2.78 (m, 1H), 3.87 (d, J = 10.9, 2.0 Hz, 1H), 3.96 (d, J = 11.0, 3.0 Hz, 1H), 5.09 (s, 1H), 7.06–7.20 (m, 3H), 7.23–7.51 (m, 5H)","75 MHz, CDCl3","7i: 18.8, 24.4, 24.6, 27.9, 28.8, 70.3, 80.2, 119.7, 122.1, 126.5 126.7, 127.7, 129.3, 132.0, 133.7, 135.7, 137.8, 168.3",24025458.0,Molecules. 2013 Sep 10; 18(9):11100-11130,Molecules,2013.0,CC BY,2021-01-05 22:00:47,no
PMC6268300,"5-Chloro-2-phenyl-1H-benzo[d]imidazole (2c). White solid; m.p. 209–211 °C; yield: 66%. 1H-NMR: δ 13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz). 13C-NMR: δ 152.55, 144.63 (142.48), 135.52 (133.60), 130.15, 129.56, 128.94, 126.50, 122.53 (122.08), 120.02, 118.18, 112.53 (110.92). HRMS-ESI (m/z): [M+Na]+ calcd. for C13H9ClN2Na 251.0352; found 251.0356.",5-Chloro-2-phenyl-1H-benzo[d]imidazole,ClC1=CC=C2NC(C3=CC=CC=C3)=NC2=C1,"1H-NMR: δ 13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz)","13C-NMR: δ 152.55, 144.63 (142.48), 135.52 (133.60), 130.15, 129.56, 128.94, 126.50, 122.53 (122.08), 120.02, 118.18, 112.53 (110.92)",N/A,"13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz)",N/A,"152.55, 144.63, 135.52, 130.15, 129.56, 128.94, 126.50, 122.53, 120.02, 118.18, 112.53",23095894.0,Molecules. 2012 Oct 24; 17(11):12506-12520,Molecules,2012.0,CC BY,2021-01-05 21:59:44,no
PMC9228987,"The synthesis of the compound BIQO-19 is summarized in Scheme 1. First, 2-amino-5-bromo benzoic acid (1) and pyrimidin-2-ylmethanamine (2) were used as starting materials to prepare 6-bromo-3-(pyrimidin-2-ylmethyl)quinazolin-4(3H)-one (3). Step 1: A mixture of 1 (5 mmol, 10.75 g), 2 (7.5 mmol, 7.18 mg), triethoxymethane (7.5 mmol, 11.10 g), and I2 (0.05 mmol, 0.13 g) were suspended in ethanol (EtOH) (150 mL) under a nitrogen atmosphere at 25 °C. The reaction mixture was heated to 80 °C and stirred for 6 h until reaction completion was confirmed by thin-layer chromatography (TLC). The reaction mixture was cooled to room temperature and the ethanol vaporized under reduced pressure. The mixture was further dissolved with 200 mL ethyl acetate and washed once with 1 M sodium hydroxide solution. The sodium hydroxide solution was extracted with ethyl acetate three times, combined with ethyl acetate extract, and washed successively with 1 M NaOH and saturated salt water. The ethyl acetate extract was collected and dried with anhydrous sodium sulfate overnight. Sodium sulfate was removed by filtration and the ethyl acetate extract was concentrated to obtain compound 3 (6-bromo-3-(pyrimidin-2-ylmethyl)quinazolin-4(3H)-one). Step 2: Compound 3 (10 mmol, 3.17 g), compound 4 (pinacol ester, 15 mmol, 3.3 g) and PdCl2(dppf) (0.28 mmol, 0.21 g) in anhydrous 1,4-dioxane (30 mL) was stirred under argon at 100 °C for 4 h until reaction completion, then confirmed by TLC analysis. 1,4-Dioxane was removed under reduced pressure and the mixture was diluted with water (100 mL), then the mixture was extracted with ethyl acetate (3 × 100 mL). The organic layer was collected and washed with water (2 × 100 mL), dried with Na2SO4 and evaporated to obtain a yellow solid (5). Step 3: Compound 5 (10 mmol, 330 mg) and compound 6 (ethyl bromopyruvate, 30 mmol, 540 mg) were added into the EtOH (60 mL) under a nitrogen atmosphere. The reaction mixture was stirred at 80 °C for 2 h and cooled to 25 °C. NaHCO3 (30 mmol, 2.52 g) was added to the reaction mixture and stirred again for 12 h at 80 °C until reaction completion. The reaction mixture was cooled to 25 °C and the EtOH was removed under reduced pressure. The resulting products were purified using silica gel chromatography. Compound 3, 6-bromo-3-(pyrimidin-2-ylmethyl)quinazolin-4(3H)-one, was obtained as a white solid, yield 73.4%, ESI-MS: m/z 339.1, 341.1 [M + Na]+. Compound 5, 6-(6-aminopyridin-3-yl)-3-(pyrimidin-2-ylmethyl)quinazolin-4(3H)-one, was obtained as a white solid, yield 83.4%, ESI-MS: m/z 331.1 [M + H]+. BIQO-19 was separated as white crystals, yield 87.4%, m.p. 284–286 °C. 1H-NMR (600 MHz, CDCl3) δ 8.68 (d, J = 4.9 Hz, 2H), 8.49 (d, J = 2.2 Hz, 1H), 8.41 (d, J = 1.8Hz, 1H), 8.24 (s, 1H), 8.21 (s, 1H), 7.96 (dd, J = 2.2, 8.4 Hz, 1H), 7.86 (d, J = 8.4 Hz, 1H), 7.76 (d, J = 9.4 Hz, 1H), 7.57 (dd, J = 1.8 Hz, 9.4 Hz, 1H), 7.23 (t, J = 4.9 Hz, 9.4Hz, 1H), 5.45 (s, 2H), 4.46 (q, J =7.1, 2H), 1.44 (t, J = 7.1 Hz, 3H). 13C-NMR (151 MHz, CDCl3) δ 164.50, 163.17, 161.06, 157.58, 148.15, 147.78, 144.54, 137.61, 135.54, 132.70, 128.76, 126.98, 126.59, 125.0, 123.8, 122.9, 120.2, 119.3, 117.6, 61.4, 51.7, 14.5. HRMS (ESI-QTOF) m/z Calcd. For C23H19O3N6 [M + Na]+ m/z: 449.1333, found: 449.1324. NMR and high resolution mass spectras are shown in Figures S1–S3.  4.2. Reagents",6-(6-aminopyridin-3-yl)-3-(pyrimidin-2-ylmethyl)quinazolin-4(3H)-one,N/A,"1H-NMR (600 MHz, CDCl3) δ 8.68 (d, J = 4.9 Hz, 2H), 8.49 (d, J = 2.2 Hz, 1H), 8.41 (d, J = 1.8Hz, 1H), 8.24 (s, 1H), 8.21 (s, 1H), 7.96 (dd, J = 2.2, 8.4 Hz, 1H), 7.86 (d, J = 8.4 Hz, 1H), 7.76 (d, J = 9.4 Hz, 1H), 7.57 (dd, J = 1.8 Hz, 9.4 Hz, 1H), 7.23 (t, J = 4.9 Hz, 9.4Hz, 1H), 5.45 (s, 2H), 4.46 (q, J =7.1, 2H), 1.44 (t, J = 7.1 Hz, 3H)","13C-NMR (151 MHz, CDCl3) δ 164.50, 163.17, 161.06, 157.58, 148.15, 147.78, 144.54, 137.61, 135.54, 132.70, 128.76, 126.98, 126.59, 125.0, 123.8, 122.9, 120.2, 119.3, 117.6, 61.4, 51.7, 14.5","600 MHz, CDCl3","8.68 (d, J = 4.9 Hz, 2H), 8.49 (d, J = 2.2 Hz, 1H), 8.41 (d, J = 1.8Hz, 1H), 8.24 (s, 1H), 8.21 (s, 1H), 7.96 (dd, J = 2.2, 8.4 Hz, 1H), 7.86 (d, J = 8.4 Hz, 1H), 7.76 (d, J = 9.4 Hz, 1H), 7.57 (dd, J = 1.8 Hz, 9.4 Hz, 1H), 7.23 (t, J = 4.9 Hz, 9.4Hz, 1H), 5.45 (s, 2H), 4.46 (q, J =7.1, 2H), 1.44 (t, J = 7.1 Hz, 3H)","151 MHz, CDCl3","164.50, 163.17, 161.06, 157.58, 148.15, 147.78, 144.54, 137.61, 135.54, 132.70, 128.76, 126.98, 126.59, 125.0, 123.8, 122.9, 120.2, 119.3, 117.6, 61.4, 51.7, 14.5",35745617.0,Pharmaceuticals (Basel). 2022 Jun 2; 15(6):698,Pharmaceuticals (Basel),2022.0,CC BY,2022-06-25 23:25:06,no
PMC4613290,"2. Results and Discussion Felixin F (1) was isolated as a white powder and the molecular formula for this compound was determined to be C26H40O5 (seven unsaturations) using high-resolution electron spray mass spectroscopy (HRESIMS) (C26H40O5 + Na, m/z 455.27662, calculated 455.27680). Comparison of the 13C NMR and distortionless enhancement by polarization transfer (DEPT) data with the molecular formula indicated that there must be two exchangeable protons, which require the presence of two hydroxy groups. The 13C NMR and DEPT data showed that this compound has 26 carbons (Table 1), including five methyls, eight sp3 methylenes (including one oxymethylene), six sp3 methines (including one oxymethine), four sp3 quaternary carbons, and three carbonyls. Thus, from the above data, three degrees of unsaturation were accounted for and 1 was identified as a tetracyclic sesterterpenoid analogue. From the 1H–1H correlation spectroscopy (COSY) of 1 (Table 1), it was possible to establish the separate system that maps out the proton sequences from H2-1/H2-2/H2-3, H-5/H2-6/H2-7, H-9/H2-11, and H-14/H2-15/H-16/H-17/H-18/H-25. These data, together with the key heteronuclear multiple bond connectivity (HMBC) correlations between protons and quaternary carbons (Table 1), such as H2-3, H3-19, H3-20/C-4; H-9, H2-11, H-14, H3-21/C-8; H-5, H-9, H2-22/C-10; H2-11, H3-23/C-12; H2-11, H-14, H2-15, H-18, H3-23/C-13; and H-17, H3-26/C-24, established the main carbon skeleton of 1 as a 24-homoscalarane analogue [14]. The oxymethylene unit at δC 62.7 was correlated to the methylene protons at δH 4.07 and 3.93 in the heteronuclear multiple quantum coherence (HMQC) spectrum and these methylene signals were 2J-correlated with C-10 (δC 42.7) and 3J-correlated with C-1 (δC 33.9), C-5 (δC 56.8), and C-9 (δC 61.8), proving the attachment of a hydroxymethyl group at C-10 (Table 1).",Felixin F,N/A,"The oxymethylene unit at δC 62.7 was correlated to the methylene protons at δH 4.07 and 3.93 in the heteronuclear multiple quantum coherence (HMQC) spectrum and these methylene signals were 2J-correlated with C-10 (δC 42.7) and 3J-correlated with C-1 (δC 33.9), C-5 (δC 56.8), and C-9 (δC 61.8), proving the attachment of a hydroxymethyl group at C-10 (Table 1)","The oxymethylene unit at δC 62.7 was correlated to the methylene protons at δH 4.07 and 3.93 in the heteronuclear multiple quantum coherence (HMQC) spectrum and these methylene signals were 2J-correlated with C-10 (δC 42.7) and 3J-correlated with C-1 (δC 33.9), C-5 (δC 56.8), and C-9 (δC 61.8), proving the attachment of a hydroxymethyl group at C-10 (Table 1)",N/A,"4.07, 3.93",N/A,"62.7, 42.7, 33.9, 56.8, 61.8",26378524.0,Int J Mol Sci. 2015 Sep 11; 16(9):21950-21958,Int J Mol Sci,2015.0,CC BY,2021-01-05 04:33:12,no
PMC8199699,"mp 69–70 °C; IR (ATR) ν˜/cm−1: 3423 (O–H alcohol), 3301 (Ar O–H), 3053 (Ar C‒H), 2930, 2855 (C‒H), 1657 (C=O), 1590 (C–N amide), 1346 (C=C), 1236 (C–O); 1H NMR (DMSO-d6, 600 MHz) δ/ppm: 9.74 (s, 1H), 8.46 (dd, 2H, J = 7.2 Hz, J = 1.0 Hz), 8.41 (dd, 2H, J = 8.2 Hz, J = 0.7 Hz), 7.84 (dd (t), 2H, J = 7.6 Hz), 7.80 (s, 1H), 7.73 (d, 1H, J = 8.0 Hz), 7.61 (d, 1H, J = 8.1 Hz), 7.32–7.28 (m, 1H), 7.23–7.18 (m, 1H), 7.07 (s, 1H), 5.11 (d, 1H, J = 4.6 Hz), 4.94 (quin, 1H, J = 3.9 Hz), 4.00 (t, 2H, J = 7.5 Hz), 1.76–1.67 (m, 1H), 1.64–1.48 (m, 3H), 1.45–1.16 (m, 8H); 13C NMR (CDCl3, 150 MHz) δ/ppm: 163.3 (s, 2C), 152.8 (s), 135.7 (s), 134.2 (d, 2C), 133.2 (s), 131.2 (s), 130.6 (d, 2C), 127.7 (s), 127.4 (d), 127.3 (s), 127.1 (d, 2C), 125.4 (d), 125.3 (d), 125.0 (d), 122.5 (d), 122.0 (s, 2C), 108.3 (d), 67.2 (d), 37.7 (t), 28.9 (t), 28.8 (t), 27.4 (t), 26.8 (t), 25.3 (t), one CH2 signal is covered by the DMSO-signal; UPLC-MS/UV: method ➂, tR = 1.64 min, m/z = 466.20 [M − H]−, found 466.09; m/z = 450.21 [M − OH]+, found 450.22; HRMS (MALDI TOF/TOF): calculated for C30H29NO4 [M+K]+ 506.1734; found 506.1751.  General procedure for the preparation of 1-OMe ethers using the acid-catalyzed thermal method",N/A,N/A,"1H NMR (DMSO-d6, 600 MHz) δ/ppm: 9.74 (s, 1H), 8.46 (dd, 2H, J = 7.2 Hz, J = 1.0 Hz), 8.41 (dd, 2H, J = 8.2 Hz, J = 0.7 Hz), 7.84 (dd (t), 2H, J = 7.6 Hz), 7.80 (s, 1H), 7.73 (d, 1H, J = 8.0 Hz), 7.61 (d, 1H, J = 8.1 Hz), 7.32–7.28 (m, 1H), 7.23–7.18 (m, 1H), 7.07 (s, 1H), 5.11 (d, 1H, J = 4.6 Hz), 4.94 (quin, 1H, J = 3.9 Hz), 4.00 (t, 2H, J = 7.5 Hz), 1.76–1.67 (m, 1H), 1.64–1.48 (m, 3H), 1.45–1.16 (m, 8H)","13C NMR (CDCl3, 150 MHz) δ/ppm: 163.3 (s, 2C), 152.8 (s), 135.7 (s), 134.2 (d, 2C), 133.2 (s), 131.2 (s), 130.6 (d, 2C), 127.7 (s), 127.4 (d), 127.3 (s), 127.1 (d, 2C), 125.4 (d), 125.3 (d), 125.0 (d), 122.5 (d), 122.0 (s, 2C), 108.3 (d), 67.2 (d), 37.7 (t), 28.9 (t), 28.8 (t), 27.4 (t), 26.8 (t), 25.3 (t), one CH2 signal is covered by the DMSO-signal","DMSO-d6, 600 MHz","9.74 (s, 1H), 8.46 (dd, 2H, J = 7.2 Hz, J = 1.0 Hz), 8.41 (dd, 2H, J = 8.2 Hz, J = 0.7 Hz), 7.84 (dd (t), 2H, J = 7.6 Hz), 7.80 (s, 1H), 7.73 (d, 1H, J = 8.0 Hz), 7.61 (d, 1H, J = 8.1 Hz), 7.32–7.28 (m, 1H), 7.23–7.18 (m, 1H), 7.07 (s, 1H), 5.11 (d, 1H, J = 4.6 Hz), 4.94 (quin, 1H, J = 3.9 Hz), 4.00 (t, 2H, J = 7.5 Hz), 1.76–1.67 (m, 1H), 1.64–1.48 (m, 3H), 1.45–1.16 (m, 8H)","CDCl3, 150 MHz","163.3, 152.8, 135.7, 134.2, 133.2, 131.2, 130.6, 127.7, 127.4, 127.3, 127.1, 125.4, 125.3, 125.0, 122.5, 122.0, 108.3, 67.2, 37.7, 28.9, 28.8, 27.4, 26.8, 25.3",34199541.0,Molecules. 2021 Jun 2; 26(11):3355,Molecules,2021.0,CC BY,2021-09-02 23:46:07,no
PMC6268051,"3.2. Synthesis (E)-3-Phenylpropyl-3-(3,4-Diacetoxyphenyl)acrylate (4). A mixture of diacetylcaffeic acid (2, 300 mg, 1.13 mmol), thionyl chloride (5 mL) and two drops of DMF was heated at reflux for 4 h. The excess thionyl chloride (SOCl2) was removed on a rotovap, and the residue was dissolved in dry CH2Cl2 (4 mL). To this solution was slowly added pyridine (1 mL) and 3-phenylpropan-1-ol (232.0 μL, 1.71 mmol, 1.3 eq.). The resulting mixture was stirred overnight at room temperature. After removal of solvents, the residue was dissolved in dichloromethane (25 mL), the organic extract was washed with water (2 × 20 mL), brine (2 × 20 mL), and then dried over MgSO4. The resulting residue was purified by silica gel circular chromatography using 5–15% EtOAc-hex to afford 314 mg (yield = 73%) of the desired derivative 4 as a white solid. M.p. = 66–67 °C; Rf = 0.60 (30% EtOAc–hex); 1H-NMR (CDCl3, 25 °C); δ (ppm): 7.63 (d, J = 16.01 Hz, 1H, =CHCar), 7.45–7.21 (m, 8H, Har), 6.41 (d, 15.97 Hz, 1H, =CHCO), 4.25 (t, J = 6.52 Hz, 2H, CH2(CH2)2Ph), 2.77 (t, J = 7.44 Hz, 2H, (CH2)2CH2Ph), 2.33 (s, 6H, 2 × OAc), 2.06 (quint., J = 6.52 Hz, 2H, CH2CH2CH2Ph); 13C-NMR (CDCl3, 25 °C); δ (ppm): 168.08, 168.00, 166.60, 143.48, 142.76, 142.45, 141.20, 133.33, 128.47, 128.44, 126.41, 126.03, 123.93, 122.73, 119.34, 64.06, 32.26, 30.27, 20.66, 20.63; HRMS m/z calc. for C22H22O6 + (Na+) : 405.1309; found: 405.1311.","(E)-3-Phenylpropyl-3-(3,4-Diacetoxyphenyl)acrylate",O=C([O-])/C=C(CCCC1=CC=CC=C1)/C2=CC=C(OC(C)=O)C(OC(C)=O)=C2,"1H-NMR (CDCl3, 25 °C); δ (ppm): 7.63 (d, J = 16.01 Hz, 1H, =CHCar), 7.45–7.21 (m, 8H, Har), 6.41 (d, 15.97 Hz, 1H, =CHCO), 4.25 (t, J = 6.52 Hz, 2H, CH2(CH2)2Ph), 2.77 (t, J = 7.44 Hz, 2H, (CH2)2CH2Ph), 2.33 (s, 6H, 2 × OAc), 2.06 (quint., J = 6.52 Hz, 2H, CH2CH2CH2Ph)","13C-NMR (CDCl3, 25 °C); δ (ppm): 168.08, 168.00, 166.60, 143.48, 142.76, 142.45, 141.20, 133.33, 128.47, 128.44, 126.41, 126.03, 123.93, 122.73, 119.34, 64.06, 32.26, 30.27, 20.66, 20.63","CDCl3, 25 °C","7.63 (d, J = 16.01 Hz, 1H, =CHCar), 7.45–7.21 (m, 8H, Har), 6.41 (d, 15.97 Hz, 1H, =CHCO), 4.25 (t, J = 6.52 Hz, 2H, CH2(CH2)2Ph), 2.77 (t, J = 7.44 Hz, 2H, (CH2)2CH2Ph), 2.33 (s, 6H, 2 × OAc), 2.06 (quint., J = 6.52 Hz, 2H, CH2CH2CH2Ph)","CDCl3, 25 °C","168.08, 168.00, 166.60, 143.48, 142.76, 142.45, 141.20, 133.33, 128.47, 128.44, 126.41, 126.03, 123.93, 122.73, 119.34, 64.06, 32.26, 30.27, 20.66, 20.63",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6152361,"1,2-Diazaspiro[2.5]oct-1-ene-6-carboxylic acid (2d): Pale yellow solid, 1H-NMR (270 MHz, CDCl3) δ ppm: 2.47–2.57 (m, 1H), 2.02–2.11 (m, 2H), 1.82–1.92 (m, 2H), 1.61–1.73 (m, 2H), 0.87 (dt, J = 14.1, 3.6 Hz, 2H); 13C-NMR (68 MHz, CDCl3) 181.6, 41.2, 29.8, 27.3, 26.4; HRMS (ESI) m/z [M + H]+ calcd. for C7H11N2O2 155.0821, found 155.0809.","1,2-Diazaspiro[2.5]oct-1-ene-6-carboxylic acid",O=C(C(CC1)CCC21N=N2)O,"1H-NMR (270 MHz, CDCl3) δ ppm: 2.47–2.57 (m, 1H), 2.02–2.11 (m, 2H), 1.82–1.92 (m, 2H), 1.61–1.73 (m, 2H), 0.87 (dt, J = 14.1, 3.6 Hz, 2H)","13C-NMR (68 MHz, CDCl3) 181.6, 41.2, 29.8, 27.3, 26.4","270 MHz, CDCl3","2.47–2.57 (m, 1H), 2.02–2.11 (m, 2H), 1.82–1.92 (m, 2H), 1.61–1.73 (m, 2H), 0.87 (dt, J = 14.1, 3.6 Hz, 2H)","68 MHz, CDCl3","181.6, 41.2, 29.8, 27.3, 26.4",28829361.0,Molecules. 2017 Aug 22; 22(8):1389,Molecules,2017.0,CC BY,2021-01-05 20:55:12,no
PMC6273348,"(2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate (5c) Yield: 82%; yellow oil; ESI-MS m/z 264.09 [M + H]+; 1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H); 13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60.","(2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate",CCCC(OCC1N=C(C2=CC=CC=C2O)OC1)=O,"1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H)","13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60","500 MHz, CDCl3","11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H)","125 MHz, CDCl3","173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60",N/A,N/A,N/A,N/A,N/A,N/A,N/A
